Time_abs/ps, Signal/nA
  2937.155,     0.460187
  2937.205,     0.440052
  2937.255,     0.458662
  2937.305,     0.505301
  2937.355,     0.574032
  2937.405,     0.643630
  2937.455,     0.722898
  2937.505,     0.804287
  2937.555,     0.862044
  2937.605,     0.894874
  2937.655,     0.901690
  2937.705,     0.871580
  2937.755,     0.819321
  2937.805,     0.762533
  2937.855,     0.715325
  2937.905,     0.686206
  2937.955,     0.675048
  2938.005,     0.680718
  2938.055,     0.702503
  2938.105,     0.743051
  2938.155,     0.784132
  2938.205,     0.828319
  2938.255,     0.867041
  2938.305,     0.904121
  2938.355,     0.931729
  2938.405,     0.945232
  2938.455,     0.942815
  2938.505,     0.921062
  2938.555,     0.886786
  2938.605,     0.846289
  2938.655,     0.797070
  2938.705,     0.744921
  2938.755,     0.697387
  2938.805,     0.659567
  2938.855,     0.631925
  2938.905,     0.617931
  2938.955,     0.627533
  2939.005,     0.660906
  2939.055,     0.728365
  2939.105,     0.801933
  2939.155,     0.879106
  2939.205,     0.944252
  2939.255,     0.976403
  2939.305,     0.975014
  2939.355,     0.940783
  2939.405,     0.873861
  2939.455,     0.815327
  2939.505,     0.758595
  2939.555,     0.721938
  2939.605,     0.697961
  2939.655,     0.688073
  2939.705,     0.702108
  2939.755,     0.727860
  2939.805,     0.760244
  2939.855,     0.798130
  2939.905,     0.827549
  2939.955,     0.844887
  2940.005,     0.853707
  2940.055,     0.853388
  2940.105,     0.854533
  2940.156,     0.870396
  2940.206,     0.881708
  2940.256,     0.885701
  2940.306,     0.869440
  2940.356,     0.830790
  2940.406,     0.781618
  2940.456,     0.722798
  2940.506,     0.658028
  2940.556,     0.597153
  2940.606,     0.549646
  2940.656,     0.521016
  2940.706,     0.518439
  2940.756,     0.530167
  2940.806,     0.566369
  2940.856,     0.611339
  2940.906,     0.646063
  2940.956,     0.668231
  2941.006,     0.669518
  2941.056,     0.651379
  2941.106,     0.609603
  2941.156,     0.553978
  2941.206,     0.476672
  2941.256,     0.399611
  2941.306,     0.342841
  2941.356,     0.312300
  2941.406,     0.308439
  2941.456,     0.335148
  2941.506,     0.371928
  2941.556,     0.431356
  2941.606,     0.501560
  2941.656,     0.567102
  2941.706,     0.615892
  2941.756,     0.643136
  2941.806,     0.644745
  2941.856,     0.621943
  2941.906,     0.596928
  2941.956,     0.556473
  2942.006,     0.501615
  2942.056,     0.443989
  2942.106,     0.373154
  2942.156,     0.300109
  2942.206,     0.242481
  2942.256,     0.214102
  2942.306,     0.220561
  2942.356,     0.270189
  2942.406,     0.341872
  2942.456,     0.430958
  2942.506,     0.525908
  2942.556,     0.617344
  2942.606,     0.674426
  2942.656,     0.695221
  2942.706,     0.672100
  2942.756,     0.614757
  2942.806,     0.522050
  2942.856,     0.413487
  2942.906,     0.299748
  2942.956,     0.207642
  2943.006,     0.132163
  2943.056,     0.103765
  2943.106,     0.131473
  2943.156,     0.209002
  2943.206,     0.326843
  2943.256,     0.459026
  2943.306,     0.578885
  2943.356,     0.666071
  2943.406,     0.692251
  2943.456,     0.677873
  2943.506,     0.626188
  2943.556,     0.530257
  2943.606,     0.414327
  2943.656,     0.292285
  2943.706,     0.170812
  2943.756,     0.062487
  2943.806,    -0.009492
  2943.856,    -0.038546
  2943.906,    -0.021878
  2943.956,     0.032454
  2944.006,     0.104698
  2944.056,     0.186585
  2944.106,     0.265881
  2944.156,     0.347808
  2944.206,     0.409073
  2944.256,     0.439741
  2944.306,     0.456790
  2944.356,     0.439550
  2944.406,     0.395506
  2944.456,     0.331850
  2944.506,     0.263894
  2944.556,     0.199129
  2944.606,     0.152066
  2944.656,     0.128589
  2944.706,     0.131767
  2944.756,     0.179492
  2944.806,     0.264614
  2944.856,     0.359563
  2944.906,     0.451212
  2944.956,     0.520607
  2945.006,     0.552020
  2945.056,     0.548589
  2945.106,     0.506503
  2945.156,     0.420809
  2945.206,     0.307396
  2945.256,     0.171280
  2945.306,     0.034073
  2945.356,    -0.080761
  2945.406,    -0.143898
  2945.456,    -0.143542
  2945.506,    -0.089774
  2945.556,     0.016233
  2945.606,     0.161544
  2945.656,     0.307813
  2945.706,     0.434330
  2945.756,     0.533093
  2945.806,     0.585213
  2945.856,     0.582798
  2945.906,     0.532701
  2945.956,     0.433803
  2946.006,     0.307617
  2946.056,     0.177408
  2946.106,     0.062377
  2946.156,    -0.027373
  2946.206,    -0.103210
  2946.256,    -0.150879
  2946.306,    -0.159532
  2946.356,    -0.136621
  2946.406,    -0.087870
  2946.456,    -0.001368
  2946.506,     0.119521
  2946.556,     0.247565
  2946.606,     0.348692
  2946.656,     0.428221
  2946.706,     0.463333
  2946.756,     0.454500
  2946.806,     0.409944
  2946.856,     0.338336
  2946.906,     0.236673
  2946.956,     0.120105
  2947.006,    -0.000324
  2947.056,    -0.108299
  2947.106,    -0.199287
  2947.156,    -0.256338
  2947.206,    -0.275754
  2947.256,    -0.247835
  2947.306,    -0.182607
  2947.356,    -0.084044
  2947.406,     0.030065
  2947.456,     0.135620
  2947.506,     0.220424
  2947.556,     0.266190
  2947.606,     0.263488
  2947.656,     0.214117
  2947.706,     0.129093
  2947.756,     0.022664
  2947.806,    -0.102947
  2947.856,    -0.219754
  2947.906,    -0.310315
  2947.956,    -0.354388
  2948.006,    -0.335110
  2948.056,    -0.265007
  2948.106,    -0.157137
  2948.156,    -0.029340
  2948.206,     0.098934
  2948.256,     0.213695
  2948.306,     0.296570
  2948.356,     0.324450
  2948.406,     0.289922
  2948.456,     0.211836
  2948.506,     0.104976
  2948.556,    -0.008930
  2948.606,    -0.113991
  2948.656,    -0.175671
  2948.706,    -0.208252
  2948.756,    -0.197415
  2948.806,    -0.146831
  2948.856,    -0.073104
  2948.906,    -0.000335
  2948.956,     0.048553
  2949.006,     0.079690
  2949.056,     0.086253
  2949.106,     0.079353
  2949.156,     0.060341
  2949.206,     0.029933
  2949.256,    -0.006194
  2949.306,    -0.044206
  2949.356,    -0.077689
  2949.406,    -0.095921
  2949.456,    -0.104705
  2949.506,    -0.097486
  2949.556,    -0.070860
  2949.606,    -0.038943
  2949.656,    -0.016589
  2949.706,     0.010200
  2949.756,     0.036524
  2949.806,     0.061790
  2949.856,     0.073610
  2949.906,     0.073401
  2949.956,     0.051573
  2950.006,     0.007486
